iso3,country,year,mode_id,article,procedure,specification,category
CHE,Switzerland,2020,L08,No provision,n.a.,n.a.,No provision
CHE,Switzerland,2020,L09,SWI 36,Nullification,Person acquired citizenship based on false information or concealment of relevant facts (time limit: 8 years and withdrawal must take place within 2 years after discovery fraudulent behaviour). ,Generally applicable provision
CHE,Switzerland,2020,L10,No provision,n.a.,n.a.,No provision
CHE,Switzerland,2020,L11,"SWI 36, 38",Release,Parent of minor loses citizenship due to fraudulent acquisition and the minor's citizenship is contingent on the acquisition. Loss cannot result in statelessness. Or parent of minor renounces citizenship and the minor is in the custody of this parent and under the age of 16. Consent is needed from minor from the age of 16. This provision does not apply if minor would thereby become stateless.,Only applies if citizenship is lost on particular grounds and exceptions apply
CHE,Switzerland,2020,L12,No provision,n.a.,n.a.,No provision
CHE,Switzerland,2020,L13a,SWI 5,Lapse,Person is a minor and the family relationship with the parent on whom his/her citizenship depends is annulled. Provision does not apply if minor would thereby become stateless. ,Generally applicable provision
CHE,Switzerland,2020,L13b,SWI 6,Lapse,Person is adopted by a citizen of another country and acquires citizenship of that country. Provision does not apply if the biological parent is a citizen.,Generally applicable provision
CHE,Switzerland,2020,L14,SWI 3,Lapse,Person acquired citizenship as a foundling and her/his descent is established. Provision does not apply if person would thereby become stateless.,Loss applies to person who has acquired citizenship as foundling
CHL,Chile,2020,L01,Const 11(1),Renunciation,Person becomes a citizen of another country by naturalisation. Renunciation takes effect only if another citizenship is actually acquired.,Generally applicable provision (permission required)
CHL,Chile,2020,L02,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L03,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L04,Const 11(2),Withdrawal,Person has rendered services in the context of an international armed conflict to a Chilean enemy or its allies. Loss can result in statelessness.,Generally applicable provision
CHL,Chile,2020,L05,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L06,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L07,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L08,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L09,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L10,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L11,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L12,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L13a,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L13b,No provision,n.a.,n.a.,No provision
CHL,Chile,2020,L14,No provision,n.a.,n.a.,No provision
CHN,China,2020,L01,CHI 10-12,Release,"Person is a near relative of a foreign citizen, is settled abroad or has other legitimate reasons. Unless person is a state functionary or member of the military on active service. Loss can result in statelessness.",Generally applicable provision (permission required)
CHN,China,2020,L02,No provision,n.a.,n.a.,No provision
CHN,China,2020,L03,No provision,n.a.,n.a.,No provision
CHN,China,2020,L04,No provision,n.a.,n.a.,No provision
CHN,China,2020,L05,"CHI 3, 9",Lapse,Person is settled abroad and has voluntarily acquired another citizenship.,Generally applicable provision (lapse)
CHN,China,2020,L06,No provision,n.a.,n.a.,No provision
CHN,China,2020,L07,No provision,n.a.,n.a.,No provision
CHN,China,2020,L08,No provision,n.a.,n.a.,No provision
CHN,China,2020,L09,No provision,n.a.,n.a.,No provision
CHN,China,2020,L10,No provision,n.a.,n.a.,No provision
CHN,China,2020,L11,No provision,n.a.,n.a.,No provision
CHN,China,2020,L12,No provision,n.a.,n.a.,No provision
CHN,China,2020,L13a,No provision,n.a.,n.a.,No provision
CHN,China,2020,L13b,No provision,n.a.,n.a.,No provision
CHN,China,2020,L14,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L01,CIV 49,Release,Person holds another citizenship and is authorised by decree to lose Ivorian citizenship.,Generally applicable provision (permission required)
CIV,Cote dIvoire,2020,L02,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L03,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L04,CIV 53,Withdrawal,Person works for a foreign state or army and keeps that position despite being instructed to give it up.,Generally applicable provision
CIV,Cote dIvoire,2020,L05,CIV 48,Lapse,Person acquires citizenship of another country.  Loss is subordinated to authorisation of government during 15 period following inscription on lists for military service (these lists were never established).,Generally applicable provision (lapse)
CIV,Cote dIvoire,2020,L06,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L07,CIV 54(1)-(3),Withdrawal,"Person is a citizen by naturalisation and committed a crime against the security or institutions of the state, or if carried out acts incompatible with the quality of being a citizen benefiting another state. Time limit: within 10 years of naturalisation and 2 years of committing the facts.",Loss only applies to certain categories of citizens
CIV,Cote dIvoire,2020,L08,CIV 54(4),Withdrawal,Person is a citizen by naturalisation and has been convicted in Ivory Coast or elsewhere of a crime in Ivorian law and at least 5 years imprisonment. Time limit: within 10 years of naturalisation and 2 years of committing the relevant facts.,Loss only applies to certain categories of citizens
CIV,Cote dIvoire,2020,L09,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L10,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L11,CIV 56,Withdrawal,Parent of a minor loses citizenship and the child is a citizen of another country. Does not apply if spouse retains citizenship.,Generally applicable provision
CIV,Cote dIvoire,2020,L12,CIV 56,Withdrawal,Spouse of a person loses citizenship. Loss cannot result in statelessness.,Generally applicable provision
CIV,Cote dIvoire,2020,L13a,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L13b,No provision,n.a.,n.a.,No provision
CIV,Cote dIvoire,2020,L14,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L01,"CAM 31(b), 7(b), 40",Release,"Person exercises the capacity to repudiate citizenship provided for a child born out of wedlock if not born in Cameroon, or can claim the citizenship of a foreign parent. Loss of citizenship requires a decree.",Renunciation only possible if citizenship acquired other than by birth
CMR,Cameroon,2020,L02,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L03,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L04,CAM 31(c),Lapse,Person holds a position in the public service of an international or foreign organisation and keeps it notwithstanding a request from the Cameroonian government to resign.,Generally applicable provision
CMR,Cameroon,2020,L05,CAM 31(a),Lapse,Person is an adult who acquires another citizenship.,Generally applicable provision (lapse)
CMR,Cameroon,2020,L06,CAM 31(a),Lapse,Person is an adult who voluntarily keeps another citizenship.,Generally applicable provision (conditions not further specified in database)
CMR,Cameroon,2020,L07,CAM 34,Withdrawal,Person acquired Cameroonian citizenship after birth and is convicted of a crime against the internal or external security of the state.,Loss only applies to certain categories of citizens
CMR,Cameroon,2020,L08,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L09,CAM 39(3),Withdrawal,It becomes apparent within one year that the person did not fulfil the conditions required by the law to be naturalised or to reacquire citizenship. ,Loss only applies to certain categories of citizens
CMR,Cameroon,2020,L10,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L11,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L12,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L13a,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L13b,No provision,n.a.,n.a.,No provision
CMR,Cameroon,2020,L14,CAM 9,Lapse,Person's foreign parentage is established while still a minor and under the law has acquired that citizenship.,Loss applies to person who has acquired citizenship as foundling
COD,Congo DRC,2020,L01,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L02,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L03,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L04,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L05,DRC 26,Lapse,Person acquires another citizenship.  ,Generally applicable provision (lapse)
COD,Congo DRC,2020,L06,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L07,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L08,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L09,DRC 28,Withdrawal,"Person acquired citizenship by fraud, on the basis of an erroneous or deceitful declaration, by deception, through false documentation or by bribing or blackmailing a person responsible for the process of the acquisition of citizenship. ",Generally applicable provision
COD,Congo DRC,2020,L10,DRC 28,Withdrawal,Person acquired DRC citizenship and has retained his/her original citizenship.,Generally applicable provision
COD,Congo DRC,2020,L11,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L12,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L13a,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L13b,No provision,n.a.,n.a.,No provision
COD,Congo DRC,2020,L14,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L01,"COG 47, COG 51",Release,Person acquires citizenship of another country and submits a request for release of citizenship. Or person possesses a foreign citizenship and submits a request for release of citizenship. Authorisation required.,Generally applicable provision (permission required)
COG,Congo Republic,2020,L02,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L03,COG 54,Lapse,Person works for a foreign army and refuses to leave service within three months from notification.,Generally applicable provision
COG,Congo Republic,2020,L04,COG 54,Lapse,Person works for a foreign government and refuses to leave service within three months from notification.,Generally applicable provision
COG,Congo Republic,2020,L05,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L06,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L07,"COG 55(3), 55(4);COG 53",Withdrawal;Withdrawal,Person has acquired citizenship and has evaded army service or has committed acts for the benefit of a foreign State that are incompatible with the status of Congolese and prejudicial to the interests of the Republic of Congo.;Person behaves as if he/she is the national of a foreign country. ,Loss only applies to certain categories of citizens
COG,Congo Republic,2020,L08,"COG 55(1), 55(2), 55(5)",Withdrawal,"Person is convicted of a crime or offence against the internal or external security of the State, a felony or misdemeanour mentioned in Articles 109-131 of the Criminal Code, or (in the country or abroad) of a crime by Congolese law and resulting in a sentence of at least five years of imprisonment.",Loss only applies to certain categories of citizens
COG,Congo Republic,2020,L09,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L10,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L11,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L12,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L13a,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L13b,No provision,n.a.,n.a.,No provision
COG,Congo Republic,2020,L14,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L01,"COL 23, 24",Renunciation,No conditions. Loss can result in statelessness.,Generally applicable provision (citizenship can be renounced)
COL,Colombia,2020,L02,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L03,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L04,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L05,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L06,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L07,COL 24,Withdrawal,Person acquired citizenship by naturalisation and committed a crime against the constitutional order or security of Colombia. Loss can result in statelessness.,Loss only applies to certain categories of citizens
COL,Colombia,2020,L08,"COL 20(b), 21",Nullification,"Person acquired citizenship by naturalisation and, before settling in Colombia, committed a delict in another country worthy of extradition (time limit: 10 years). Loss can result in statelessness.",Loss only applies to certain categories of citizens
COL,Colombia,2020,L09,"COL 20(a), 21",Nullification,Person acquired citizenship based on false information (time limit: 10 years). Loss can result in statelessness.,Generally applicable provision
COL,Colombia,2020,L10,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L11,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L12,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L13a,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L13b,No provision,n.a.,n.a.,No provision
COL,Colombia,2020,L14,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L01,COM 52,Release,Person is an adult or child who possesses another citizenship and is authorised to renounce Comorian citizenship. ,Generally applicable provision (permission required)
COM,Comoros,2020,L02,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L03,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L04,COM 57(3),Withdrawal,"Person has acquired Comorian citizenship (i.e. is not a citizen by birth, but includes acquisition by marriage) and has undertaken for the profit of another state acts incompatible with the status of a citizen and prejudicial to the interests of Comoros.",Loss only applies to certain categories of citizens
COM,Comoros,2020,L05,COM 51,Lapse,Person voluntarily acquires another citizenship. Other conditions: loss of citizenship is subject to authorisation during the 15 years after the person becomes liable for military service.,Generally applicable provision (lapse)
COM,Comoros,2020,L06,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L07,COM 57(1)-(2),Withdrawal,"Person has acquired Comorian citizenship (i.e. is not a citizen by birth, but includes acquisition by marriage) and is convicted of a crime against the internal or external security of the state, or against Comorian institutions.",Loss only applies to certain categories of citizens
COM,Comoros,2020,L08,COM 57(4),Withdrawal,person is convicted in Comoros or abroad of a crime punishable under Comorian law by at least 5 years imprisonment.,Generally applicable provision
COM,Comoros,2020,L09,COM 68,Withdrawal,"Person has knowingly made a false declaration or presented documents with incorrect information, or used fraudulent means to acquire citizenship. The decree of withdrawal must take place within 2 years of acquisition.",Generally applicable provision
COM,Comoros,2020,L10,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L11,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L12,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L13a,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L13b,No provision,n.a.,n.a.,No provision
COM,Comoros,2020,L14,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L01,CV 15,Renunciation ,Person holds citizenship of another country.,Generally applicable provision (citizenship can be renounced)
CPV,Cape Verde,2020,L02,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L03,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L04,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L05,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L06,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L07,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L08,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L09,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L10,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L11,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L12,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L13a,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L13b,No provision,n.a.,n.a.,No provision
CPV,Cape Verde,2020,L14,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L01,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L02,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L03,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L04,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L05,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L06,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L07,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L08,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L09,COS 18,Nullification,Person acquired citizenship by naturalisation based on fraud. Loss can result in statelessness.,Loss only applies to certain categories of citizens
CRI,Costa Rica,2020,L10,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L11,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L12,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L13a,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L13b,No provision,n.a.,n.a.,No provision
CRI,Costa Rica,2020,L14,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L01,Const 38,Renunciation,No conditions. Loss can result in statelessness.,Generally applicable provision (citizenship can be renounced)
CUB,Cuba,2020,L02,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L03,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L04,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L05,No provision,n.a.,n.a. (Constitutional provision states that citizenship is not lost if another citizenship is acquired.),No provision
CUB,Cuba,2020,L06,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L07,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L08,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L09,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L10,"Const 36, CUB 33, 34",Withdrawal,Person acquired citizenship by naturalisation and fails to renounce citizenship of another country.,Loss only applies to certain categories of citizens
CUB,Cuba,2020,L11,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L12,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L13a,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L13b,No provision,n.a.,n.a.,No provision
CUB,Cuba,2020,L14,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L01,CYP 112,Renunciation,Person is a citizen of another country. Registration of declaration may be withheld in times of war or if renunciation is made to avoid military service or criminal prosecution.,Generally applicable provision (permission required)
CYP,Cyprus,2020,L02,CYP 113(4),Withdrawal,Person acquired citizenship by naturalisation and has been resident abroad for 7 continuous years and (a) person was not in the service of Cyprus or an international organisation of which Cyprus is a member or (b) person failed to notify his/her continued interest to retain citizenship on an annual basis.,Loss only applies to certain categories of citizens
CYP,Cyprus,2020,L03,CYP 113(3)(b),Withdrawal,Person acquired citizenship by naturalisation and serves in the army of a country at war with Cyprus.,Loss only applies to certain categories of citizens
CYP,Cyprus,2020,L04,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L05,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L06,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L07,"CYP 113(3)(a), 113(3)(b)",Withdrawal,"Person acquired citizenship by naturalisation and has shown disloyalty via words or deeds, or has, in any war in which Cyprus was engaged, unlawfully traded or communicated with an enemy or been engaged in or associated with any business that was to his knowledge carried on in such a manner as to assist an enemy in that war.",Loss only applies to certain categories of citizens
CYP,Cyprus,2020,L08,CYP 113(3)(c) ,Withdrawal,"Person acquired citizenship by naturalisation on the basis of CYP 111 or registration on the basis of CYP 110(2) and has been sentenced, within 10 years of the acquisition of citizenship, in another country for a particularly serious crime or moral obscenity that is also considered a particularly serious crime or moral obscenity under Cypriot law and is punishable with a prison sentence of more than 12 months .",Loss only applies to certain categories of citizens
CYP,Cyprus,2020,L09,CYP 113(2),Withdrawal,Person acquired citizenship by registration or naturalisation and has intentionally provided false or misleading information or held back information which was decisive for the acquisition of citizenship.,Loss only applies to certain categories of citizens
CYP,Cyprus,2020,L10,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L11,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L12,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L13a,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L13b,No provision,n.a.,n.a.,No provision
CYP,Cyprus,2020,L14,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L01,CZE 40,Renunciation,Person is or becomes a citizen of another country and permanently resides abroad without being registered as a permanent resident in the Czech Republic.,Generally applicable provision (permission required)
CZE,Czech Republic,2020,L02,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L03,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L04,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L05,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L06,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L07,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L08,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L09,"CZE 39, Code of Administrative Procedure.",Withdrawal,Person acquired citizenship by fraud.,Generally applicable provision
CZE,Czech Republic,2020,L10,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L11,No provision,n.a.,n.a. ,No provision
CZE,Czech Republic,2020,L12,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L13a,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L13b,No provision,n.a.,n.a.,No provision
CZE,Czech Republic,2020,L14,No provision,n.a.,n.a.,No provision
DEU,Germany,2020,L01,"GER 18-24, 26",Release,"Person is, or will become, a citizen of another country. Release cannot be refused if the person has had permanent residence abroad for 10 years or has performed military service for another country and is a citizen of that country. Release is not granted if the person is a civil servant, judge or a similar public employee or is liable to military service.",Generally applicable provision (permission required)
DEU,Germany,2020,L02,No provision,n.a.,n.a.,No provision
DEU,Germany,2020,L03,GER 28,Lapse,"Person is a citizen of another country and voluntarily joins the army or a comparable armed organization of that country without permission of the German government (exception: if this is permitted under intergovernmental agreement) or a person who has been actively fighting for a terrorist militia abroad, provided that the person will not become stateless due to this deprivation. ",Generally applicable provision
DEU,Germany,2020,L04,No provision,n.a.,n.a.,No provision
DEU,Germany,2020,L05,GER 25,Lapse,Person acquires citizenship of another country by naturalisation and does not obtain permission to retain German citizenship (discretionary). Provision does not apply if person acquires citizenship of an EU Member State or Switzerland.,Generally applicable provision but with exceptions (lapse)
DEU,Germany,2020,L06,GER 29,Lapse,"Person acquired citizenship by birth in Germany, is also a citizen of another country, and either declares at the age of 18 to retain citizenship of the other country, or does not renounce citizenship of that country before the age of 23. 'Option duty' is waived for children who have 8 years of residence in Germany before turning 21, or have attended a German school for at least 6 years, or have graduated from a German school, or have completed professional education in Germany. Provision does not apply if the person obtained permission to retain the other citizenship. This permission has to be granted if the person cannot renounce citizenship of the other country, or cannot reasonably be expected to do so, or would not have to renounce citizenship of that country in case he/she would have obtained citizenship by naturalisation. ",Generally applicable provision (conditions not further specified in database)
DEU,Germany,2020,L07,GER 28,Lapse,"A person will lose their German Citizenship if he/she has been actively fighting for a terrorist militia abroad, provided that the person will not become stateless due to this deprivation (see also L03).",Generally applicable provision
DEU,Germany,2020,L08,No provision,n.a.,n.a.,No provision
DEU,Germany,2020,L09,GER 35,Withdrawal,"Person acquired, or has been allowed to retain, citizenship by wilful deceit, threat, bribe or by giving wilfully wrong or incomplete information (time limit: 10 years). ",Generally applicable provision
DEU,Germany,2020,L10,No provision,n.a.,n.a.,No provision
DEU,Germany,2020,L11,GER 17(2),Withdrawal,Parent of a minor under the age of 5 loses citizenship due to fraudulent acquisition.,Only applies if citizenship is lost on particular grounds and exceptions apply
DEU,Germany,2020,L12,No provision,n.a.,n.a.,No provision
DEU,Germany,2020,L13a,"GER 4(1), 17(3)",Nullification,Family relationship between a minor under the age of 5 and his/her father who is a citizen is annulled.,Provision includes age condition or time restriction
DEU,Germany,2020,L13b,GER 27,Lapse,"Person is adopted by a citizen of another country and acquires citizenship of that country, unless the adoptee retains a legal relation to his/her German parent.",Loss applies only to person adopted by two foreign citizens
DEU,Germany,2020,L14,GER 4(2),Nullification,Person acquired citizenship as a foundling and her/his citizenship of another country is established.,Loss applies to person who has acquired citizenship as foundling
DJI,Djibouti,2020,L01,DJI 11 ,Renunciation ,Person is a citizen of another country.,Generally applicable provision (citizenship can be renounced)
DJI,Djibouti,2020,L02,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L03,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L04,DJI 34(4) (1981 Act); DJI 35 (1981 Act),Withdrawal;Withdrawal,"Person has acquired citizenship by naturalisation and has carried out acts for the profit of a foreign state that are incompatible with the status of Djiboutian and prejudicial to the interests of Djibouti; Person is a citizen who holds a position in a foreign army or public service, or an international organisation of which Djibouti is not a member, and does not resign from that position after instruction from the Djiboutian authorities.",Generally applicable provision
DJI,Djibouti,2020,L05,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L06,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L07,DJI 34(1) (1981 Act),Withdrawal,Person has acquired citizenship by naturalisation and is convicted of crime against state security.,Loss only applies to certain categories of citizens
DJI,Djibouti,2020,L08,DJI 34(2) (1981 Act),Withdrawal,Person has acquired citizenship by naturalisation and is convicted of a crime under articles 109-131 of the Penal Code.,Loss only applies to certain categories of citizens
DJI,Djibouti,2020,L09,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L10,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L11,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L12,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L13a,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L13b,No provision,n.a.,n.a.,No provision
DJI,Djibouti,2020,L14,DJI 6,Lapse,Person is child born in Djibouti of unknown parents and descent from a foreigner is established while the person is still a child.,Loss applies to person who has acquired citizenship as foundling
DMA,Dominica,2020,L01,"Const 101(c), DOM 11",Renunciation,"Person is of full capacity and is or will become a citizen of another country.  Renunciation only takes effect after registration by the authorities. If citizenship of another country is not acquired within 12 months from the date of registration, the renunciation becomes invalid. If Dominica engaged in war with other country, Ministerial consent needed.",Generally applicable provision (permission required)
DMA,Dominica,2020,L02,No provision,n.a.,n.a.,No provision
DMA,Dominica,2020,L03,No provision,n.a.,n.a.,No provision
DMA,Dominica,2020,L04,"Const 101(b), DOM 10(1), 10(3)b",Withdrawal,Person acquired citizenship by registration or naturalisation and has in any way assisted the enemy in a war in which Dominica was engaged. Loss can result in statelessness.,Loss only applies to certain categories of citizens
DMA,Dominica,2020,L05,No provision,n.a.,n.a.,No provision
DMA,Dominica,2020,L06,No provision,n.a.,n.a.,No provision
DMA,Dominica,2020,L07,"Const 101(b), DOM 10(1), 10(3)a, 10(3)d",Withdrawal,"Person acquired citizenship by registration or naturalisation and has committed a voluntary act which is incompatible with the duty of loyalty towards Dominica, or has been disloyal (in act or speech) towards the country. Loss can result in statelessness.",Loss only applies to certain categories of citizens
DMA,Dominica,2020,L08,"Const 101(b), DOM 10(1), 10(3)c, 10(5)b",Withdrawal,Person acquired citizenship by registration or naturalisation and has within 5 years of acquisition been sentenced in any country to imprisonment for at least 12 months. Loss cannot result in statelessness.,Loss only applies to certain categories of citizens
DMA,Dominica,2020,L09,"Const 101(a), DOM 10(1)-10(2)",Withdrawal,"Person acquired citizenship by registration or naturalisation based on fraud, false representation or concealment of a material fact. Loss can result in statelessness.",Loss only applies to certain categories of citizens
DMA,Dominica,2020,L10,No provision,n.a.,n.a.,No provision
DMA,Dominica,2020,L11,No provision,n.a.,"n.a. (Prior to commencement of Citizenship Act, any certificate of naturalisation that was granted and needs to be revoked can result in revocation of citizenship of child(ren))",No provision
DMA,Dominica,2020,L12,No provision,n.a.,"n.a. (Prior to commencement of Citizenship Act, any certificate of naturalisation that was granted and needs to be revoked can result in revocation of citizenship of wife)",No provision
DMA,Dominica,2020,L13a,No provision,n.a.,n.a.,No provision
DMA,Dominica,2020,L13b,No provision,n.a.,n.a.,No provision
DMA,Dominica,2020,L14,No provision,n.a.,n.a.,No provision
DNK,Denmark,2020,L01,DEN 9,Release,"Person is, or will become, a citizen of another country, on the condition that person acquires a foreign citizenship within a certain time limit. Release cannot be denied if the person resides abroad.",Generally applicable provision (permission required)
DNK,Denmark,2020,L02,DEN 8,Lapse,"Person is 22 years of age, born abroad, never resided in Denmark and never stayed in Denmark under circumstances indicating a special tie to the country, nor has he/she resided more than 7 years in another Nordic country. Provision does not apply if person thereby would become stateless. Provision does not apply if person submits a request for retention before reaching the age of 22 years and is granted permission to retention. Permission conditional on documentation of links to the country - stays, language etc. (discretionary). ",Loss only applies to certain categories of citizens
DNK,Denmark,2020,L03,No provision,n.a.,n.a.,No provision
DNK,Denmark,2020,L04,No provision,n.a.,n.a.,No provision
DNK,Denmark,2020,L05,No provision,n.a.,n.a.,No provision
DNK,Denmark,2020,L06,No provision,n.a.,n.a.,No provision
